Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Aer_XP_057481774.1-Vmac_vmacro17665-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.341312	2.39488	0.142518	1.23223e-55	1671	386.067	1284.93	NA	630	277.667	352.333	NA	NA	0.815768	1:1:1:1:1:1	0.289375(0.314664:0.252037:0.301426)	NA	NA	NA	NA
Aer_XP_057481774.1-Vmac_vmacro06484-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.236605	2.80132	0.0844617	7.31243e-84	1713	397.602	1315.4	NA	558	291.083	266.917	NA	NA	0.831898	1:1:1:1:1:1	0.278174(0.300916:0.241344:0.292261)	NA	NA	NA	NA
Aer_XP_057481774.1-Vmic_vmicro25044-RA_Vaccinium_microcarpum_v1	NG	0.342449	2.76653	0.123783	3.52397e-58	1671	387.01	1283.99	NA	636	283	353	NA	NA	0.903877	1:1:1:1:1:1	0.28666(0.310591:0.248982:0.300407)	NA	NA	NA	NA
Aer_XP_057481774.1-Vmic_vmicro07721-RA_Vaccinium_microcarpum_v1	NG	0.341691	2.49311	0.137054	1.52764e-56	1671	386.585	1284.42	NA	632	279.5	352.5	NA	NA	0.839421	1:1:1:1:1:1	0.279022(0.303971:0.239308:0.293788)	NA	NA	NA	NA
Aer_XP_057481774.1-Vmic_vmicro21395-RA_Vaccinium_microcarpum_v1	NG	0.0960063	0.960852	0.0999178	2.82855e-74	1641	383.355	1257.65	NA	321	207.667	113.333	NA	NA	0.298043	1:1:1:1:1:1	0.299898(0.3111:0.262729:0.325866)	NA	NA	NA	NA
Aer_XP_057481774.1-Vmic_vmicro08677-RA_Vaccinium_microcarpum_v1	NG	0.225624	2.39104	0.0943624	7.89611e-67	1374	317.196	1056.8	NA	434	228.083	205.917	NA	NA	0.725523	1:1:1:1:1:1	0.255261(0.278004:0.218432:0.269348)	NA	NA	NA	NA
Aer_XP_057481774.1-Vvin_XP_002278978.1	NG	0.187425	1.49333	0.125508	4.60543e-73	1731	398.399	1332.6	NA	479	258	221	NA	NA	0.487986	1:1:1:1:1:1	0.27461(0.302444:0.241344:0.280041)	NA	NA	NA	NA
Aer_XP_057481774.1-Vvin_XP_010647826.1	NG	0.263148	2.50895	0.104884	3.40098e-69	1593	369.699	1223.3	NA	539	267.5	271.5	NA	NA	0.784348	1:1:1:1:1:1	0.269009(0.293279:0.228615:0.285132)	NA	NA	NA	NA
Aer_XP_057481774.1-Vvin_XP_002275995.1	NG	0.29126	2.04875	0.142165	1.43443e-62	1737	403.97	1333.03	NA	605	283.25	321.75	NA	NA	0.699994	1:1:1:1:1:1	0.279532(0.302953:0.244399:0.291242)	NA	NA	NA	NA
Aer_XP_057486393.1-Ath_NP_173919.1	NG	0.332796	NA	NA	5.64872e-69	1542	353.253	1188.75	NA	597	277.5	319.5	NA	NA	0.0274697	1:1:1:1:1:1	0.252206(0.289715:0.221487:0.245418)	NA	NA	NA	NA
Aer_XP_057486393.1-Ath_NP_564935.1	NG	0.315967	NA	NA	9.20948e-64	1515	347.007	1167.99	NA	565	263.833	301.167	NA	NA	0.0145477	1:1:1:1:1:1	0.250339(0.287169:0.216904:0.246945)	NA	NA	NA	NA
Aer_XP_057486393.1-Ath_NP_188473.1	NG	0.294167	NA	NA	6.11619e-88	1650	384.597	1265.4	NA	616	308.083	307.917	NA	NA	NA	1:1:1:1:1:1	0.273931(0.311609:0.23778:0.272403)	NA	NA	NA	NA
Aer_XP_057486393.1-Csin_XP_028119062.1	NG	0.264274	1.42727	0.185161	2.18227e-43	1443	328.809	1114.19	NA	458	209.833	248.167	NA	NA	0.529279	1:1:1:1:1:1	0.243211(0.282077:0.212322:0.235234)	NA	NA	NA	NA
Aer_XP_057486393.1-Csin_XP_028119063.1	NG	0.272419	1.45083	0.187768	7.50086e-41	1383	314.828	1068.17	NA	446	202	244	NA	NA	0.540673	1:1:1:1:1:1	0.239138(0.276986:0.209776:0.230652)	NA	NA	NA	NA
Aer_XP_057486393.1-Csin_XP_028119061.1	NG	0.259528	1.36969	0.18948	1.29416e-48	1647	379.825	1267.18	NA	517	239	278	NA	NA	0.515549	1:1:1:1:1:1	0.257468(0.296843:0.226069:0.249491)	NA	NA	NA	NA
Aer_XP_057486393.1-Csin_XP_028084915.1	NG	0.289677	1.92255	0.150673	1.88971e-58	1674	386.68	1287.32	NA	577	267.667	309.333	NA	NA	0.666856	1:1:1:1:1:1	0.262899(0.297862:0.234725:0.25611)	NA	NA	NA	NA
Aer_XP_057486393.1-Csin_XP_028080560.2	NG	0.132295	0.528642	0.250254	4.22402e-28	1698	387.709	1310.29	NA	306	147.083	158.917	NA	NA	0.222794	1:1:1:1:1:1	0.259165(0.296843:0.231161:0.249491)	NA	NA	NA	NA
Aer_XP_057486393.1-Mdo_XP_008374744.1	NG	0.209312	1.23775	0.169107	2.61679e-55	1671	391.633	1279.37	NA	471	237.333	233.667	NA	NA	0.450347	1:1:1:1:1:1	0.277325(0.314155:0.238798:0.279022)	NA	NA	NA	NA
Aer_XP_057486393.1-Mdo_XP_008360056.2	NG	0.272857	NA	NA	4.67929e-72	1476	342.942	1133.06	NA	521	261.833	259.167	NA	NA	NA	1:1:1:1:1:1	0.254582(0.283605:0.21945:0.260692)	NA	NA	NA	NA
Aer_XP_057486393.1-Mdo_XP_008350864.3	NG	0.273463	1.68562	0.162233	1.25315e-54	1623	373.834	1249.17	NA	537	250.75	286.25	NA	NA	0.598732	1:1:1:1:1:1	0.271385(0.306517:0.23167:0.275967)	NA	NA	NA	NA
Aer_XP_057486393.1-Mdo_XP_017186658.2	NG	0.208336	1.14163	0.18249	2.26019e-46	1524	353.048	1170.95	NA	420	207	213	NA	NA	0.424542	1:1:1:1:1:1	0.264936(0.300407:0.226069:0.26833)	NA	NA	NA	NA
Aer_XP_057486393.1-Mdo_XP_008367579.2	NG	0.202525	1.1431	0.177172	5.05697e-52	1662	388.652	1273.35	NA	454	228	226	NA	NA	0.422476	1:1:1:1:1:1	0.277325(0.313646:0.238289:0.280041)	NA	NA	NA	NA
Aer_XP_057486393.1-Mdo_XP_008339686.4	NG	0.276648	NA	NA	2.66885e-70	1458	342.856	1115.14	NA	519	261	258	NA	NA	NA	1:1:1:1:1:1	0.251018(0.28666:0.217413:0.248982)	NA	NA	NA	NA
Aer_XP_057486393.1-Mdo_XP_008361730.3	NG	0.294533	1.77625	0.165818	1.42949e-45	1398	322.044	1075.96	NA	481	218.917	262.083	NA	NA	0.635861	1:1:1:1:1:1	0.242702(0.27444:0.208248:0.245418)	NA	NA	NA	NA
Aer_XP_057486393.1-Mdo_XP_070672292.1	NG	0.309071	1.7024	0.18155	3.24272e-35	1131	268.399	862.601	NA	399	180.5	218.5	NA	NA	0.639724	1:1:1:1:1:1	0.220808(0.242872:0.192464:0.227088)	NA	NA	NA	NA
Aer_XP_057486393.1-Rsim_KAF7149174.1	NG	0.36037	1.47405	0.244476	2.22566e-35	1611	373.558	1237.44	NA	595	240.917	354.083	NA	NA	0.618609	1:1:1:1:1:1	0.260862(0.301426:0.226578:0.254582)	NA	NA	NA	NA
Aer_XP_057486393.1-Rsim_KAF7134348.1	NG	0.108658	0.563951	0.192673	2.27262e-37	1701	396.055	1304.95	NA	289	157	132	NA	NA	0.214667	1:1:1:1:1:1	0.269009(0.304481:0.235743:0.266802)	NA	NA	NA	NA
Aer_XP_057486393.1-Rsim_KAF7131711.1	NG	0.282894	2.26129	0.125103	1.18874e-64	1656	384.759	1271.24	NA	574	274.417	299.583	NA	NA	0.742559	1:1:1:1:1:1	0.293788(0.324847:0.254582:0.301935)	NA	NA	NA	NA
Aer_XP_057486393.1-Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1	NG	0.274635	2.32516	0.118114	1.3714e-66	1635	380.47	1254.53	NA	561	272.5	288.5	NA	NA	0.751798	1:1:1:1:1:1	0.269688(0.29888:0.235743:0.27444)	NA	NA	NA	NA
Aer_XP_057486393.1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.111303	0.591671	0.188116	1.79893e-39	1704	394.838	1309.16	NA	297	161.583	135.417	NA	NA	0.22261	1:1:1:1:1:1	0.262559(0.301426:0.228106:0.258147)	NA	NA	NA	NA
Aer_XP_057486393.1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.286057	1.6829	0.169979	2.99218e-53	1656	384.062	1271.94	NA	560	257.5	302.5	NA	NA	0.610014	1:1:1:1:1:1	0.264596(0.302444:0.236253:0.255092)	NA	NA	NA	NA
Aer_XP_057486393.1-Vdar_KAH7851380.1	NG	0.111303	0.597266	0.186354	5.43158e-40	1704	394.838	1309.16	NA	298	162.583	135.417	NA	NA	0.223906	1:1:1:1:1:1	0.26239(0.301426:0.228106:0.257637)	NA	NA	NA	NA
Aer_XP_057486393.1-Vdar_KAH7854940.1	NG	0.287689	1.51943	0.18934	8.7151e-47	1581	364.515	1216.49	NA	528	237.333	290.667	NA	NA	0.571679	1:1:1:1:1:1	0.255601(0.290224:0.229124:0.247454)	NA	NA	NA	NA
Aer_XP_057486393.1-Vduc_GWHPDOBL004912	NG	0.281205	2.16429	0.12993	8.50694e-63	1635	381.281	1253.72	NA	564	270	294	NA	NA	0.720339	1:1:1:1:1:1	0.270536(0.299898:0.235234:0.276477)	NA	NA	NA	NA
Aer_XP_057486393.1-Vduc_GWHPDOBL007610	NG	0.283044	1.72973	0.163635	7.46164e-55	1656	383.546	1272.45	NA	559	259	300	NA	NA	0.61811	1:1:1:1:1:1	0.261881(0.296334:0.233707:0.255601)	NA	NA	NA	NA
Aer_XP_057486393.1-Vduc_GWHPDOBL036726	NG	0.115854	0.611601	0.189428	5.02047e-40	1704	395.966	1308.03	NA	306	165.583	140.417	NA	NA	0.231053	1:1:1:1:1:1	0.263408(0.303462:0.229124:0.257637)	NA	NA	NA	NA
Aer_XP_057486393.1-Vmac_vmacro10544-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.279249	2.15179	0.129775	4.36175e-63	1635	381.189	1253.81	NA	562	269.667	292.333	NA	NA	0.715819	1:1:1:1:1:1	0.293788(0.322301:0.259165:0.299898)	NA	NA	NA	NA
Aer_XP_057486393.1-Vmac_vmacro17665-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.117974	0.605832	0.19473	3.29896e-39	1704	394.798	1309.2	NA	307	164.083	142.917	NA	NA	0.231005	1:1:1:1:1:1	0.273252(0.312627:0.243381:0.263747)	NA	NA	NA	NA
Aer_XP_057486393.1-Vmac_vmacro06484-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.280032	1.65223	0.169488	7.3816e-54	1656	382.976	1273.02	NA	553	255.5	297.5	NA	NA	0.597374	1:1:1:1:1:1	0.26205(0.29888:0.232688:0.254582)	NA	NA	NA	NA
Aer_XP_057486393.1-Vmic_vmicro25044-RA_Vaccinium_microcarpum_v1	NG	0.123904	0.606444	0.204312	5.48382e-37	1704	395.741	1308.26	NA	314	164.583	149.417	NA	NA	0.23597	1:1:1:1:1:1	0.270536(0.308554:0.240326:0.262729)	NA	NA	NA	NA
Aer_XP_057486393.1-Vmic_vmicro07721-RA_Vaccinium_microcarpum_v1	NG	0.119367	0.601785	0.198355	7.74918e-38	1704	395.316	1308.68	NA	308	163.583	144.417	NA	NA	0.231285	1:1:1:1:1:1	0.262899(0.301935:0.230652:0.25611)	NA	NA	NA	NA
Aer_XP_057486393.1-Vmic_vmicro21395-RA_Vaccinium_microcarpum_v1	NG	0.288197	1.97966	0.145579	2.7606e-56	1566	365.901	1200.1	NA	542	254.833	287.167	NA	NA	0.683413	1:1:1:1:1:1	0.283775(0.309063:0.254073:0.288187)	NA	NA	NA	NA
Aer_XP_057486393.1-Vmic_vmicro08677-RA_Vaccinium_microcarpum_v1	NG	0.2611	1.65728	0.157547	1.77526e-46	1335	307.773	1027.23	NA	432	205.5	226.5	NA	NA	0.582978	1:1:1:1:1:1	0.239138(0.275967:0.209776:0.23167)	NA	NA	NA	NA
Aer_XP_057486393.1-Vvin_XP_002278978.1	NG	0.27711	1.71063	0.161993	3.90065e-56	1668	383.901	1284.1	NA	556	258.5	297.5	NA	NA	0.607044	1:1:1:1:1:1	0.258486(0.300407:0.232688:0.242363)	NA	NA	NA	NA
Aer_XP_057486393.1-Vvin_XP_010647826.1	NG	0.26064	1.93014	0.135037	4.00576e-59	1527	352.916	1174.08	NA	503	244.5	258.5	NA	NA	0.646489	1:1:1:1:1:1	0.252885(0.291242:0.219959:0.247454)	NA	NA	NA	NA
Aer_XP_057486393.1-Vvin_XP_002275995.1	NG	0.175018	1.10277	0.158707	2.58062e-57	1671	387.078	1283.92	NA	424	223.583	200.417	NA	NA	0.389928	1:1:1:1:1:1	0.263408(0.300916:0.235743:0.253564)	NA	NA	NA	NA
Ath_NP_173919.1-Ath_NP_564935.1	NG	0.133807	1.00622	0.13298	2.08535e-59	1581	352.93	1228.07	NA	346	195.5	150.5	NA	NA	0.328557	1:1:1:1:1:1	0.23778(0.275458:0.20723:0.230652)	NA	NA	NA	NA
Ath_NP_173919.1-Ath_NP_188473.1	NG	0.336967	2.33694	0.144192	3.95175e-53	1599	368.215	1230.79	NA	598	263.917	334.083	NA	NA	0.797517	1:1:1:1:1:1	0.261371(0.299898:0.228106:0.25611)	NA	NA	NA	NA
Ath_NP_173919.1-Csin_XP_028119062.1	NG	0.296434	NA	NA	9.08102e-62	1389	310.509	1078.49	NA	501	236.917	264.083	NA	NA	0.00661795	1:1:1:1:1:1	0.230652(0.270367:0.202648:0.218941)	NA	NA	NA	NA
Ath_NP_173919.1-Csin_XP_028119063.1	NG	0.307169	3.5704	0.0860323	3.39487e-53	1329	297.099	1031.9	NA	481	220.917	260.083	NA	NA	1.03667	1:1:1:1:1:1	0.226578(0.265275:0.200102:0.214358)	NA	NA	NA	NA
Ath_NP_173919.1-Csin_XP_028119061.1	NG	0.287446	NA	NA	7.27289e-70	1593	360.663	1232.34	NA	565	270.75	294.25	NA	NA	NA	1:1:1:1:1:1	0.244908(0.285132:0.216395:0.233198)	NA	NA	NA	NA
Ath_NP_173919.1-Csin_XP_028084915.1	NG	0.291109	2.11257	0.137798	1.02093e-58	1620	368.952	1251.05	NA	562	260.167	301.833	NA	NA	0.705943	1:1:1:1:1:1	0.250339(0.286151:0.225051:0.239817)	NA	NA	NA	NA
Ath_NP_173919.1-Csin_XP_028080560.2	NG	0.328972	NA	NA	3.62257e-65	1578	353.863	1224.14	NA	598	272	326	NA	NA	0.0309529	1:1:1:1:1:1	0.246606(0.285132:0.221487:0.233198)	NA	NA	NA	NA
Ath_NP_173919.1-Mdo_XP_008374744.1	NG	0.357611	3.34537	0.106897	8.95316e-57	1635	376.349	1258.65	NA	637	279	358	NA	NA	1.04534	1:1:1:1:1:1	0.264766(0.302444:0.229124:0.262729)	NA	NA	NA	NA
Ath_NP_173919.1-Mdo_XP_008360056.2	NG	0.293461	NA	NA	2.10927e-75	1461	336.542	1124.46	NA	541	267.917	273.083	NA	NA	NA	1:1:1:1:1:1	0.242023(0.271894:0.209776:0.244399)	NA	NA	NA	NA
Ath_NP_173919.1-Mdo_XP_008350864.3	NG	0.24829	NA	NA	1.57391e-82	1608	366.524	1241.48	NA	541	278.583	262.417	NA	NA	NA	1:1:1:1:1:1	0.258826(0.294807:0.221996:0.259674)	NA	NA	NA	NA
Ath_NP_173919.1-Mdo_XP_017186658.2	NG	0.366095	3.05442	0.119858	2.45154e-49	1497	338.205	1158.79	NA	585	249.333	335.667	NA	NA	0.973447	1:1:1:1:1:1	0.252376(0.288697:0.216395:0.252037)	NA	NA	NA	NA
Ath_NP_173919.1-Mdo_XP_008367579.2	NG	0.361268	3.269	0.110513	5.77055e-56	1635	375.246	1259.75	NA	639	277.833	361.167	NA	NA	1.02862	1:1:1:1:1:1	0.264766(0.301935:0.228615:0.263747)	NA	NA	NA	NA
Ath_NP_173919.1-Mdo_XP_008339686.4	NG	0.301606	NA	NA	6.35067e-70	1470	340.814	1129.19	NA	546	265.583	280.417	NA	NA	NA	1:1:1:1:1:1	0.238459(0.274949:0.207739:0.232688)	NA	NA	NA	NA
Ath_NP_173919.1-Mdo_XP_008361730.3	NG	0.269363	3.6133	0.0745477	5.77438e-64	1413	321.152	1091.85	NA	486	238.917	247.083	NA	NA	1.02939	1:1:1:1:1:1	0.230143(0.262729:0.198574:0.229124)	NA	NA	NA	NA
Ath_NP_173919.1-Mdo_XP_070672292.1	NG	0.265634	4.15227	0.0639733	6.3246e-53	1107	260.582	846.418	NA	384	194.667	189.333	NA	NA	1.18053	1:1:1:1:1:1	0.208248(0.231161:0.18279:0.210794)	NA	NA	NA	NA
Ath_NP_173919.1-Rsim_KAF7149174.1	NG	0.385453	NA	NA	5.35755e-52	1557	355.378	1201.62	NA	629	266.833	362.167	NA	NA	0.06923	1:1:1:1:1:1	0.248303(0.289715:0.216904:0.238289)	NA	NA	NA	NA
Ath_NP_173919.1-Rsim_KAF7134348.1	NG	0.341814	NA	NA	3.53541e-69	1551	356.194	1194.81	NA	610	282	328	NA	NA	0.0336603	1:1:1:1:1:1	0.256449(0.29277:0.226069:0.250509)	NA	NA	NA	NA
Ath_NP_173919.1-Rsim_KAF7131711.1	NG	0.28462	NA	NA	9.84108e-77	1602	367.363	1234.64	NA	575	282.583	292.417	NA	NA	NA	1:1:1:1:1:1	0.281229(0.313136:0.244908:0.285642)	NA	NA	NA	NA
Ath_NP_173919.1-Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1	NG	0.286236	NA	NA	3.5152e-74	1605	367.337	1237.66	NA	574	279.5	294.5	NA	NA	NA	1:1:1:1:1:1	0.257128(0.287169:0.226069:0.258147)	NA	NA	NA	NA
Ath_NP_173919.1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.360846	NA	NA	3.38435e-66	1554	354.196	1199.8	NA	624	280.333	343.667	NA	NA	0.0506745	1:1:1:1:1:1	0.25(0.289715:0.218432:0.241853)	NA	NA	NA	NA
Ath_NP_173919.1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.285823	NA	NA	1.72574e-72	1605	367.622	1237.38	NA	572	277.917	294.083	NA	NA	NA	1:1:1:1:1:1	0.252037(0.290733:0.226578:0.238798)	NA	NA	NA	NA
Ath_NP_173919.1-Vdar_KAH7851380.1	NG	0.360846	NA	NA	3.87666e-65	1554	354.196	1199.8	NA	623	279.333	343.667	NA	NA	0.0506745	1:1:1:1:1:1	0.24983(0.289715:0.218432:0.241344)	NA	NA	NA	NA
Ath_NP_173919.1-Vdar_KAH7854940.1	NG	0.281976	NA	NA	2.53241e-69	1530	348.599	1181.4	NA	540	262.333	277.667	NA	NA	NA	1:1:1:1:1:1	0.243041(0.278513:0.21945:0.231161)	NA	NA	NA	NA
Ath_NP_173919.1-Vduc_GWHPDOBL004912	NG	0.289321	NA	NA	4.7443e-77	1605	368.108	1236.89	NA	582	285.083	296.917	NA	NA	NA	1:1:1:1:1:1	0.257977(0.288187:0.22556:0.260183)	NA	NA	NA	NA
Ath_NP_173919.1-Vduc_GWHPDOBL007610	NG	0.285087	NA	NA	9.83294e-73	1605	367.104	1237.9	NA	571	277.417	293.583	NA	NA	NA	1:1:1:1:1:1	0.249321(0.284623:0.224033:0.239308)	NA	NA	NA	NA
Ath_NP_173919.1-Vduc_GWHPDOBL036726	NG	0.355566	NA	NA	3.32643e-66	1554	355.329	1198.67	NA	620	280.583	339.417	NA	NA	0.0456103	1:1:1:1:1:1	0.250849(0.291752:0.21945:0.241344)	NA	NA	NA	NA
Ath_NP_173919.1-Vmac_vmacro10544-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.283778	NA	NA	2.71978e-77	1605	368.054	1236.95	NA	576	283.75	292.25	NA	NA	NA	1:1:1:1:1:1	0.281229(0.310591:0.249491:0.283605)	NA	NA	NA	NA
Ath_NP_173919.1-Vmac_vmacro17665-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.353947	NA	NA	4.5482e-68	1554	354.291	1199.71	NA	620	281.5	338.5	NA	NA	0.0452656	1:1:1:1:1:1	0.260692(0.300916:0.233707:0.247454)	NA	NA	NA	NA
Ath_NP_173919.1-Vmac_vmacro06484-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.284975	4.5816	0.0621998	1.68324e-70	1605	366.704	1238.3	NA	568	274.417	293.583	NA	NA	1.26665	1:1:1:1:1:1	0.249491(0.287169:0.223014:0.238289)	NA	NA	NA	NA
Ath_NP_173919.1-Vmic_vmicro25044-RA_Vaccinium_microcarpum_v1	NG	0.359583	NA	NA	5.12992e-68	1554	355.581	1198.42	NA	626	283.667	342.333	NA	NA	0.0484877	1:1:1:1:1:1	0.257977(0.296843:0.230652:0.246436)	NA	NA	NA	NA
Ath_NP_173919.1-Vmic_vmicro07721-RA_Vaccinium_microcarpum_v1	NG	0.353029	NA	NA	1.28226e-68	1554	354.81	1199.19	NA	620	282.333	337.667	NA	NA	0.0441052	1:1:1:1:1:1	0.250339(0.290224:0.220978:0.239817)	NA	NA	NA	NA
Ath_NP_173919.1-Vmic_vmicro21395-RA_Vaccinium_microcarpum_v1	NG	0.286225	NA	NA	2.20471e-74	1536	352.584	1183.42	NA	554	272.417	281.583	NA	NA	NA	1:1:1:1:1:1	0.271215(0.297352:0.244399:0.271894)	NA	NA	NA	NA
Ath_NP_173919.1-Vmic_vmicro08677-RA_Vaccinium_microcarpum_v1	NG	0.258458	NA	NA	2.10663e-69	1290	292.492	997.508	NA	447	228.917	218.083	NA	NA	NA	1:1:1:1:1:1	0.226578(0.264257:0.200102:0.215377)	NA	NA	NA	NA
Ath_NP_173919.1-Vvin_XP_002278978.1	NG	0.253007	2.90379	0.0871299	3.80072e-74	1620	365.84	1254.16	NA	538	268.667	269.333	NA	NA	0.851626	1:1:1:1:1:1	0.245927(0.288697:0.223014:0.226069)	NA	NA	NA	NA
Ath_NP_173919.1-Vvin_XP_010647826.1	NG	0.330509	NA	NA	1.34913e-60	1536	353.185	1182.82	NA	582	265.833	316.167	NA	NA	0.024574	1:1:1:1:1:1	0.240326(0.279532:0.210285:0.231161)	NA	NA	NA	NA
Ath_NP_173919.1-Vvin_XP_002275995.1	NG	0.342659	2.67516	0.128089	6.32771e-56	1623	369.32	1253.68	NA	614	269.167	344.833	NA	NA	0.873428	1:1:1:1:1:1	0.250849(0.289206:0.226069:0.237271)	NA	NA	NA	NA
Ath_NP_564935.1-Ath_NP_188473.1	NG	0.356803	1.81876	0.19618	1.30659e-42	1569	361.544	1207.46	NA	590	247.167	342.833	NA	NA	0.693681	1:1:1:1:1:1	0.259504(0.297352:0.223523:0.257637)	NA	NA	NA	NA
Ath_NP_564935.1-Csin_XP_028119062.1	NG	0.289034	NA	NA	2.76359e-63	1359	302.461	1056.54	NA	486	232.583	253.417	NA	NA	0.00214509	1:1:1:1:1:1	0.228785(0.267821:0.198065:0.220468)	NA	NA	NA	NA
Ath_NP_564935.1-Csin_XP_028119063.1	NG	0.298015	NA	NA	8.52751e-58	1299	288.878	1010.12	NA	469	220.583	248.417	NA	NA	0.00935581	1:1:1:1:1:1	0.224711(0.262729:0.195519:0.215886)	NA	NA	NA	NA
Ath_NP_564935.1-Csin_XP_028119061.1	NG	0.287499	NA	NA	5.87233e-70	1563	352.484	1210.52	NA	556	266.917	289.083	NA	NA	NA	1:1:1:1:1:1	0.243041(0.282587:0.211813:0.234725)	NA	NA	NA	NA
Ath_NP_564935.1-Csin_XP_028084915.1	NG	0.291253	1.87681	0.155186	4.11781e-54	1590	360.522	1229.48	NA	545	248.25	296.75	NA	NA	0.650768	1:1:1:1:1:1	0.248473(0.283605:0.220468:0.241344)	NA	NA	NA	NA
Ath_NP_564935.1-Csin_XP_028080560.2	NG	0.328519	2.75627	0.11919	2.51697e-55	1551	347.133	1203.87	NA	574	253.75	320.25	NA	NA	0.871879	1:1:1:1:1:1	0.244739(0.282587:0.216904:0.234725)	NA	NA	NA	NA
Ath_NP_564935.1-Mdo_XP_008374744.1	NG	0.359606	2.67035	0.134666	3.21963e-52	1596	365.844	1230.16	NA	618	266.583	351.417	NA	NA	0.889287	1:1:1:1:1:1	0.262899(0.299898:0.224542:0.264257)	NA	NA	NA	NA
Ath_NP_564935.1-Mdo_XP_008360056.2	NG	0.294862	2.04911	0.143898	3.38323e-51	1431	330.391	1100.61	NA	500	231.667	268.333	NA	NA	0.699884	1:1:1:1:1:1	0.240156(0.269348:0.205193:0.245927)	NA	NA	NA	NA
Ath_NP_564935.1-Mdo_XP_008350864.3	NG	0.271889	2.84319	0.0956283	7.68211e-68	1578	358.652	1219.35	NA	541	262.917	278.083	NA	NA	0.8563	1:1:1:1:1:1	0.256959(0.292261:0.217413:0.261202)	NA	NA	NA	NA
Ath_NP_564935.1-Mdo_XP_017186658.2	NG	0.373263	2.63723	0.141536	5.06751e-45	1458	328.08	1129.92	NA	571	238.75	332.25	NA	NA	0.882702	1:1:1:1:1:1	0.250509(0.286151:0.211813:0.253564)	NA	NA	NA	NA
Ath_NP_564935.1-Mdo_XP_008367579.2	NG	0.365505	3.04682	0.119963	4.8969e-53	1596	364.607	1231.39	NA	625	268.75	356.25	NA	NA	0.978054	1:1:1:1:1:1	0.262899(0.299389:0.224033:0.265275)	NA	NA	NA	NA
Ath_NP_564935.1-Mdo_XP_008339686.4	NG	0.310787	2.48565	0.125033	5.23085e-54	1437	333.92	1103.08	NA	522	241.333	280.667	NA	NA	0.816166	1:1:1:1:1:1	0.236592(0.272403:0.203157:0.234216)	NA	NA	NA	NA
Ath_NP_564935.1-Mdo_XP_008361730.3	NG	0.291333	2.02753	0.143689	3.74192e-49	1380	311.652	1068.35	NA	476	218.083	257.917	NA	NA	0.683426	1:1:1:1:1:1	0.228276(0.260183:0.193992:0.230652)	NA	NA	NA	NA
Ath_NP_564935.1-Mdo_XP_070672292.1	NG	0.291961	2.4149	0.1209	5.48037e-43	1074	251.494	822.506	NA	380	181.083	198.917	NA	NA	0.789081	1:1:1:1:1:1	0.206382(0.228615:0.178208:0.212322)	NA	NA	NA	NA
Ath_NP_564935.1-Rsim_KAF7149174.1	NG	0.37039	NA	NA	7.06374e-61	1518	345.392	1172.61	NA	613	270.25	342.75	NA	NA	0.0585834	1:1:1:1:1:1	0.246436(0.287169:0.212322:0.239817)	NA	NA	NA	NA
Ath_NP_564935.1-Rsim_KAF7134348.1	NG	0.314763	2.46645	0.127618	4.55529e-55	1521	348.443	1172.56	NA	553	251.583	301.417	NA	NA	0.80769	1:1:1:1:1:1	0.254582(0.290224:0.221487:0.252037)	NA	NA	NA	NA
Ath_NP_564935.1-Rsim_KAF7131711.1	NG	0.292496	2.75949	0.105996	1.08993e-63	1572	358.493	1213.51	NA	556	262.083	293.917	NA	NA	0.85509	1:1:1:1:1:1	0.279362(0.310591:0.240326:0.287169)	NA	NA	NA	NA
Ath_NP_564935.1-Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1	NG	0.299734	2.14323	0.139851	3.05538e-56	1575	358.466	1216.53	NA	554	253.417	300.583	NA	NA	0.71931	1:1:1:1:1:1	0.255261(0.284623:0.221487:0.259674)	NA	NA	NA	NA
Ath_NP_564935.1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.336031	NA	NA	1.17444e-58	1524	346.804	1177.2	NA	579	260.167	318.833	NA	NA	0.0320014	1:1:1:1:1:1	0.248133(0.287169:0.213849:0.243381)	NA	NA	NA	NA
